,Airline,Source,Destination,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_hour,Arrival_min,Dep_hour,Dep_min,Duration_hour,Duration_min
8909,4,3,0,1.0,8,14151.0,9,5,2019,22,5,9,35,12,30
8910,6,2,1,1.0,8,7154.0,21,3,2019,19,15,10,45,8,30
8911,0,3,0,1.0,8,5192.0,15,4,2019,19,25,7,35,11,50
8912,6,2,1,2.0,8,21483.0,6,3,2019,1,35,15,5,10,30
8913,4,3,0,1.0,5,6812.0,6,6,2019,4,40,16,30,12,10
8914,3,0,5,1.0,8,13292.0,3,3,2019,0,35,19,35,5,0
8915,3,3,0,0.0,8,4174.0,9,4,2019,0,50,22,15,2,35
8916,4,2,1,2.0,5,11150.0,27,6,2019,12,35,19,10,17,25
8917,3,2,1,1.0,8,5912.0,24,4,2019,22,15,17,5,5,10
8918,1,2,1,1.0,8,8907.0,27,6,2019,23,0,13,30,9,30
8919,1,0,5,1.0,8,8767.0,9,3,2019,3,40,17,0,10,40
8920,4,2,1,1.0,8,12242.0,27,3,2019,4,25,19,45,8,40
8921,1,3,0,1.0,8,6327.0,24,5,2019,4,40,19,0,9,40
8922,8,1,4,0.0,7,3543.0,24,5,2019,12,0,9,45,2,15
8923,6,2,1,1.0,8,15058.0,3,6,2019,19,15,8,0,11,15
8924,4,0,5,1.0,5,11087.0,12,3,2019,18,25,18,55,23,30
8925,4,3,0,1.0,8,13941.0,9,5,2019,4,40,20,0,8,40
8926,8,2,1,1.0,8,7317.0,1,6,2019,22,5,15,45,6,20
8927,4,2,1,2.0,8,15129.0,9,5,2019,19,0,19,10,23,50
8928,4,3,0,1.0,5,9663.0,24,5,2019,10,5,21,10,12,55
8929,3,2,1,1.0,8,5065.0,24,4,2019,21,0,16,0,5,0
8930,1,2,1,1.0,8,8907.0,27,6,2019,23,0,9,45,13,15
8931,8,3,0,0.0,8,4148.0,21,3,2019,11,30,9,0,2,30
8932,6,2,1,1.0,8,13587.0,9,6,2019,21,0,14,0,7,0
8933,4,2,1,1.0,5,10262.0,6,6,2019,4,25,21,50,6,35
8934,4,0,5,1.0,8,12284.0,18,3,2019,8,15,14,5,18,10
8935,4,3,0,1.0,8,14781.0,15,5,2019,16,20,18,55,21,25
8936,4,3,0,1.0,5,9663.0,18,5,2019,9,20,8,25,24,55
8937,3,0,5,0.0,8,19685.0,1,3,2019,15,50,13,0,2,50
8938,1,3,0,1.0,8,10203.0,12,5,2019,23,15,10,0,13,15
8939,4,3,0,1.0,8,13941.0,15,5,2019,4,40,6,30,22,10
8940,1,0,5,0.0,8,25703.0,1,3,2019,23,55,21,10,2,45
8941,4,2,1,1.0,5,10262.0,9,6,2019,4,25,14,0,14,25
8942,8,1,4,0.0,7,3543.0,1,5,2019,20,5,17,45,2,20
8943,8,3,0,0.0,7,3841.0,6,4,2019,17,25,14,55,2,30
8944,4,2,1,1.0,8,15554.0,18,5,2019,19,0,11,30,7,30
8945,4,3,0,1.0,5,10844.0,24,5,2019,19,50,14,5,5,45
8946,4,3,0,1.0,8,12692.0,12,6,2019,14,25,17,0,21,25
8947,4,4,3,0.0,5,3210.0,9,6,2019,21,5,19,35,1,30
8948,1,2,1,2.0,8,9601.0,15,5,2019,19,15,12,0,7,15
8949,6,2,1,1.0,8,13377.0,15,6,2019,1,30,13,0,12,30
8950,4,3,0,1.0,5,11134.0,24,3,2019,18,10,18,55,23,15
8951,6,2,1,1.0,8,8055.0,27,3,2019,21,0,8,55,12,5
8952,4,2,1,1.0,8,12242.0,27,3,2019,4,25,17,30,10,55
8953,1,0,5,1.0,8,8425.0,9,3,2019,23,20,22,0,25,20
8954,8,4,3,0.0,8,2753.0,15,6,2019,7,15,5,45,1,30
8955,8,0,2,0.0,8,3311.0,27,5,2019,0,5,21,10,2,55
8956,3,3,0,1.0,8,4226.0,12,6,2019,10,20,6,20,4,0
8957,4,0,5,1.0,0,26890.0,1,3,2019,5,5,8,55,20,10
8958,6,2,1,1.0,8,12524.0,24,6,2019,19,0,6,0,13,0
8959,8,3,0,0.0,8,3847.0,21,3,2019,19,45,17,15,2,30
8960,4,3,0,1.0,8,12681.0,1,4,2019,23,35,16,30,7,5
8961,4,2,1,2.0,8,13882.0,6,6,2019,4,25,9,25,19,0
8962,4,2,1,2.0,8,15129.0,18,5,2019,12,35,9,40,26,55
8963,4,3,0,1.0,5,10844.0,6,6,2019,20,45,8,25,12,20
8964,4,0,5,1.0,8,12547.0,12,3,2019,8,15,21,25,10,50
8965,4,3,0,1.0,8,14178.0,9,6,2019,4,40,18,55,9,45
8966,3,2,1,1.0,8,14871.0,3,3,2019,1,35,16,0,9,35
8967,4,2,1,2.0,5,10368.0,9,6,2019,4,25,9,40,18,45
8968,6,2,1,1.0,8,15078.0,6,3,2019,21,0,8,0,13,0
8969,3,3,0,0.0,8,4804.0,21,5,2019,0,5,21,25,2,40
8970,8,3,0,0.0,8,3873.0,9,5,2019,19,40,17,10,2,30
8971,8,3,0,0.0,7,3841.0,24,6,2019,19,40,17,10,2,30
8972,2,2,1,1.0,8,5457.0,1,6,2019,12,55,7,0,5,55
8973,4,3,0,1.0,8,14781.0,12,5,2019,22,35,14,5,8,30
8974,4,2,1,1.0,8,15764.0,9,3,2019,18,50,21,50,21,0
8975,10,0,2,0.0,8,4668.0,12,6,2019,12,35,9,45,2,50
8976,4,2,1,0.0,8,9564.0,24,6,2019,14,15,11,0,3,15
8977,3,2,1,1.0,8,7191.0,15,5,2019,21,0,6,40,14,20
8978,4,2,1,1.0,8,15764.0,6,3,2019,4,25,19,45,8,40
8979,4,3,0,1.0,8,14388.0,6,5,2019,12,0,14,5,21,55
8980,4,2,1,1.0,5,6540.0,27,3,2019,4,25,19,45,8,40
8981,8,0,2,0.0,8,3625.0,24,6,2019,12,20,9,30,2,50
8982,6,2,1,1.0,8,8266.0,9,5,2019,19,15,7,30,11,45
8983,8,3,0,1.0,8,10944.0,18,5,2019,18,30,11,15,7,15
8984,3,2,1,1.0,8,5073.0,27,3,2019,21,0,16,0,5,0
8985,4,0,5,1.0,5,9134.0,15,3,2019,12,25,5,45,6,40
8986,10,3,0,1.0,8,8085.0,12,6,2019,20,20,20,20,24,0
8987,4,0,5,1.0,8,22270.0,6,3,2019,12,25,7,0,5,25
8988,1,3,0,2.0,8,9836.0,1,4,2019,10,0,7,0,27,0
8989,3,2,1,1.0,8,14871.0,3,3,2019,1,35,18,35,7,0
8990,4,4,3,2.0,8,23528.0,12,3,2019,16,35,6,30,10,5
8991,4,0,2,0.0,8,8016.0,6,6,2019,10,10,7,10,3,0
8992,4,0,5,1.0,8,12284.0,18,3,2019,16,10,7,0,9,10
8993,6,2,1,1.0,8,7005.0,12,6,2019,21,0,6,0,15,0
8994,3,3,0,0.0,8,4804.0,3,6,2019,14,5,11,30,2,35
8995,3,2,1,1.0,8,6827.0,27,3,2019,10,5,5,5,5,0
8996,1,4,3,0.0,8,3100.0,12,5,2019,7,40,6,20,1,20
8997,4,4,3,0.0,5,2759.0,15,3,2019,21,5,19,35,1,30
8998,4,3,0,1.0,8,13067.0,9,5,2019,21,5,20,25,24,40
8999,2,0,2,0.0,8,3898.0,15,4,2019,23,40,20,55,2,45
9000,4,2,1,2.0,5,10368.0,12,6,2019,4,25,9,40,18,45
9001,8,0,5,0.0,7,4273.0,18,3,2019,8,35,5,45,2,50
9002,8,0,2,0.0,8,3311.0,24,5,2019,8,35,5,55,2,40
9003,6,2,1,1.0,5,15136.0,6,3,2019,21,0,9,0,12,0
9004,6,2,1,1.0,8,6601.0,9,4,2019,18,10,7,5,11,5
9005,10,3,0,1.0,8,8452.0,24,5,2019,22,40,20,20,26,20
9006,4,3,0,1.0,5,9314.0,1,5,2019,14,25,17,0,21,25
9007,3,2,1,1.0,8,6386.0,1,6,2019,7,45,2,0,5,45
9008,6,2,1,1.0,8,13377.0,24,6,2019,1,30,11,30,14,0
9009,4,4,3,0.0,8,5678.0,3,3,2019,4,25,2,55,1,30
9010,0,0,2,0.0,8,4483.0,18,5,2019,2,45,23,55,2,50
9011,4,2,1,1.0,5,12898.0,27,5,2019,12,35,14,0,22,35
9012,3,0,5,0.0,8,7648.0,3,3,2019,10,5,7,10,2,55
9013,4,3,0,1.0,8,14571.0,9,6,2019,23,35,6,30,17,5
9014,3,4,3,0.0,8,4049.0,27,6,2019,7,55,6,25,1,30
9015,1,0,5,2.0,8,11728.0,18,3,2019,23,25,8,50,14,35
9016,8,3,0,0.0,8,3873.0,18,4,2019,9,30,6,55,2,35
9017,1,2,1,1.0,8,7480.0,9,5,2019,9,25,20,40,12,45
9018,4,0,2,0.0,8,8541.0,21,6,2019,22,50,19,50,3,0
9019,4,0,5,1.0,0,31825.0,1,3,2019,11,25,22,50,12,35
9020,3,1,4,0.0,8,3597.0,1,6,2019,17,5,14,45,2,20
9021,4,0,5,1.0,8,13817.0,12,3,2019,15,15,21,25,17,50
9022,4,3,0,1.0,8,14571.0,24,5,2019,20,45,8,25,12,20
9023,0,2,1,1.0,8,6853.0,15,6,2019,7,10,16,45,14,25
9024,4,2,1,2.0,8,16704.0,27,5,2019,4,25,23,5,29,20
9025,8,0,2,0.0,7,3573.0,27,5,2019,12,20,9,30,2,50
9026,10,3,0,1.0,8,9345.0,15,5,2019,18,50,17,0,25,50
9027,4,2,1,2.0,8,13014.0,15,6,2019,4,25,5,30,22,55
9028,6,2,1,1.0,8,13797.0,12,6,2019,21,0,8,0,13,0
9029,1,0,5,3.0,8,12358.0,3,3,2019,10,35,12,0,22,35
9030,6,2,1,1.0,5,14086.0,9,3,2019,1,35,18,15,7,20
9031,3,1,4,0.0,8,3597.0,3,5,2019,21,55,19,35,2,20
9032,4,3,0,1.0,8,13731.0,24,5,2019,8,15,18,55,13,20
9033,4,2,1,1.0,5,12898.0,21,5,2019,4,25,19,45,8,40
9034,4,2,1,1.0,8,14714.0,6,6,2019,4,25,16,0,12,25
9035,10,0,2,0.0,8,5403.0,12,4,2019,14,20,11,30,2,50
9036,4,0,2,0.0,5,5769.0,24,6,2019,8,45,6,0,2,45
9037,0,3,0,0.0,8,5620.0,24,3,2019,12,55,10,20,2,35
9038,3,2,1,0.0,8,5000.0,18,6,2019,8,50,5,35,3,15
9039,1,2,1,,8,7480.0,6,5,2019,9,25,9,45,23,40
9040,1,2,1,2.0,8,10703.0,21,3,2019,19,15,12,20,30,55
9041,6,2,1,1.0,8,13727.0,18,5,2019,21,0,11,30,9,30
9042,4,3,0,1.0,8,14388.0,12,5,2019,9,20,20,0,13,20
9043,1,3,0,2.0,8,13033.0,6,6,2019,1,20,10,0,15,20
9044,4,0,5,1.0,8,22270.0,1,3,2019,7,40,8,0,23,40
9045,3,2,1,1.0,8,6769.0,27,5,2019,3,35,21,50,5,45
9046,0,3,0,2.0,8,5192.0,24,5,2019,23,30,15,10,8,20
9047,4,4,3,0.0,5,4995.0,24,5,2019,4,20,2,55,1,25
9048,3,1,4,0.0,8,8580.0,1,3,2019,10,15,7,55,2,20
9049,1,2,1,1.0,8,7480.0,15,6,2019,9,25,12,30,20,55
9050,4,0,2,0.0,5,5198.0,27,4,2019,11,20,8,20,3,0
9051,4,2,1,2.0,5,10368.0,6,6,2019,19,0,9,40,9,20
9052,4,4,3,0.0,8,8040.0,6,5,2019,8,30,7,5,1,25
9053,4,2,1,2.0,8,18909.0,9,3,2019,4,25,8,20,20,5
9054,1,3,0,2.0,8,12849.0,1,4,2019,5,25,7,0,22,25
9055,1,2,1,1.0,8,22798.0,1,3,2019,8,15,9,45,22,30
9056,4,3,0,1.0,8,14571.0,6,6,2019,18,15,8,25,9,50
9057,4,0,5,1.0,5,13502.0,6,3,2019,8,15,14,5,18,10
9058,8,1,4,0.0,7,3332.0,27,3,2019,20,5,17,45,2,20
9059,6,2,1,1.0,8,7354.0,6,6,2019,19,15,7,30,11,45
9060,6,2,1,1.0,8,8073.0,15,5,2019,21,0,10,0,11,0
9061,3,4,3,0.0,8,4049.0,21,3,2019,10,35,9,10,1,25
9062,4,2,1,1.0,8,15029.0,9,3,2019,4,25,2,15,26,10
9063,1,2,1,2.0,8,10975.0,24,6,2019,9,25,9,45,23,40
9064,6,2,1,1.0,8,7038.0,1,6,2019,22,30,7,10,15,20
9065,4,2,1,1.0,8,15554.0,9,5,2019,19,0,8,0,11,0
9066,1,0,2,0.0,8,5228.0,12,6,2019,23,55,21,5,2,50
9067,3,2,1,1.0,8,5636.0,1,6,2019,7,25,2,0,5,25
9068,1,2,1,2.0,8,9653.0,27,6,2019,7,40,12,0,19,40
9069,4,3,0,1.0,5,8586.0,24,5,2019,10,5,18,55,15,10
9070,8,4,3,0.0,8,2017.0,21,5,2019,14,45,13,15,1,30
9071,10,3,0,1.0,8,9345.0,24,5,2019,23,25,20,20,27,5
9072,4,2,1,2.0,5,9270.0,21,3,2019,18,50,10,45,32,5
9073,4,2,1,2.0,8,13292.0,3,6,2019,19,0,5,30,13,30
9074,4,2,1,2.0,5,8098.0,27,3,2019,19,45,17,35,26,10
9075,1,2,1,1.0,8,7952.0,6,6,2019,9,25,9,45,23,40
9076,3,2,1,1.0,8,5883.0,12,6,2019,1,30,18,35,6,55
9077,4,0,2,0.0,8,8016.0,6,6,2019,22,50,19,50,3,0
9078,8,3,0,0.0,8,4174.0,18,5,2019,19,40,17,10,2,30
9079,6,2,1,1.0,8,10696.0,3,6,2019,22,30,7,5,15,25
9080,10,0,2,0.0,8,4878.0,12,6,2019,19,35,17,0,2,35
9081,8,0,2,0.0,8,3971.0,1,4,2019,12,20,9,30,2,50
9082,6,2,1,1.0,8,7198.0,3,6,2019,1,30,19,0,6,30
9083,4,3,0,1.0,5,9314.0,6,5,2019,22,5,20,25,25,40
9084,8,0,2,0.0,8,4423.0,1,5,2019,12,20,9,30,2,50
9085,8,3,0,0.0,7,3841.0,6,4,2019,9,30,6,55,2,35
9086,6,2,1,1.0,8,7154.0,27,3,2019,19,15,10,45,8,30
9087,1,2,1,1.0,8,9929.0,15,6,2019,19,15,7,0,12,15
9088,6,2,1,1.0,8,8266.0,9,5,2019,19,15,11,40,7,35
9089,6,2,1,1.0,8,10877.0,12,6,2019,19,0,8,30,10,30
9090,3,3,0,0.0,8,4804.0,24,6,2019,17,45,15,15,2,30
9091,6,2,1,1.0,8,13587.0,15,6,2019,21,0,11,30,9,30
9092,3,2,1,1.0,8,13611.0,6,3,2019,13,20,4,45,8,35
9093,3,2,1,1.0,8,6628.0,6,6,2019,1,30,9,15,16,15
9094,3,2,1,0.0,8,5601.0,12,6,2019,17,40,14,25,3,15
9095,8,2,1,1.0,8,5583.0,15,4,2019,11,20,6,5,5,15
9096,3,0,2,0.0,8,3943.0,21,5,2019,13,0,10,10,2,50
9097,3,0,5,0.0,8,4777.0,24,3,2019,6,50,4,0,2,50
9098,4,3,0,1.0,5,9663.0,12,5,2019,12,0,20,0,16,0
9099,4,2,1,2.0,5,10368.0,1,6,2019,4,25,5,30,22,55
9100,3,2,1,1.0,8,5883.0,15,6,2019,1,30,18,35,6,55
9101,3,3,0,0.0,8,4804.0,27,4,2019,14,5,11,30,2,35
9102,10,0,5,0.0,8,13383.0,3,3,2019,18,35,16,0,2,35
9103,6,2,1,1.0,8,9646.0,1,6,2019,22,30,13,15,9,15
9104,4,3,0,1.0,8,11467.0,1,5,2019,19,10,17,0,26,10
9105,0,3,0,1.0,8,5192.0,12,5,2019,10,40,22,40,12,0
9106,4,2,1,2.0,8,13376.0,12,6,2019,4,25,6,45,21,40
9107,0,0,5,0.0,8,6477.0,3,3,2019,2,10,23,25,2,45
9108,6,2,1,1.0,8,13727.0,18,5,2019,21,0,9,0,12,0
9109,10,3,0,1.0,8,9555.0,18,5,2019,20,20,17,0,27,20
9110,4,2,1,2.0,8,12819.0,24,6,2019,19,0,19,10,23,50
9111,10,4,3,1.0,8,12395.0,6,3,2019,22,55,10,25,12,30
9112,4,2,1,1.0,5,10262.0,15,6,2019,4,25,19,15,9,10
9113,4,3,0,1.0,8,14781.0,21,5,2019,20,45,8,25,12,20
9114,4,4,3,0.0,8,5678.0,12,5,2019,11,50,10,20,1,30
9115,8,3,0,1.0,8,7804.0,15,5,2019,21,25,15,55,5,30
9116,4,2,1,1.0,5,10262.0,27,6,2019,19,0,15,0,28,0
9117,4,0,2,0.0,5,5198.0,18,5,2019,22,50,19,50,3,0
9118,3,4,3,0.0,8,4049.0,3,5,2019,7,55,6,25,1,30
9119,0,0,2,0.0,8,3383.0,15,6,2019,13,55,11,10,2,45
9120,1,2,1,1.0,8,7174.0,27,5,2019,23,0,17,40,5,20
9121,1,2,1,1.0,8,8907.0,15,5,2019,23,0,20,30,26,30
9122,4,2,1,2.0,8,13014.0,1,6,2019,12,35,9,40,26,55
9123,4,3,0,1.0,8,13584.0,6,5,2019,8,15,21,10,11,5
9124,0,3,0,0.0,8,4107.0,15,5,2019,1,20,22,50,2,30
9125,4,4,3,0.0,5,2071.0,15,3,2019,4,25,2,55,1,30
9126,4,2,1,1.0,5,12373.0,9,5,2019,4,25,20,55,7,30
9127,1,0,5,2.0,8,13303.0,12,3,2019,13,55,8,50,29,5
9128,4,3,0,1.0,5,8529.0,12,6,2019,10,5,16,30,17,35
9129,4,3,0,1.0,8,14571.0,6,6,2019,19,50,18,55,24,55
9130,4,2,1,2.0,8,15129.0,27,5,2019,4,25,23,5,29,20
9131,4,0,2,0.0,8,8016.0,9,6,2019,11,20,8,20,3,0
9132,3,3,0,0.0,8,4804.0,6,6,2019,0,5,21,25,2,40
9133,1,0,5,1.0,8,5118.0,9,3,2019,12,15,6,50,5,25
9134,4,3,0,1.0,5,9663.0,18,5,2019,8,15,8,25,23,50
9135,1,3,0,2.0,8,12723.0,9,6,2019,12,30,5,50,30,40
9136,2,0,2,0.0,8,3419.0,12,5,2019,23,40,20,55,2,45
9137,4,0,5,1.0,5,11087.0,12,3,2019,10,45,22,55,11,50
9138,3,3,0,0.0,8,4174.0,12,4,2019,0,50,22,15,2,35
9139,4,2,1,1.0,5,10262.0,9,6,2019,4,25,8,0,20,25
9140,4,2,1,2.0,8,12609.0,15,6,2019,12,35,9,35,27,0
9141,10,0,2,0.0,8,4668.0,3,6,2019,9,40,7,0,2,40
9142,8,4,3,0.0,7,1965.0,24,5,2019,0,15,22,45,1,30
9143,3,4,3,0.0,8,4049.0,1,6,2019,7,55,6,25,1,30
9144,1,3,0,0.0,8,5195.0,12,4,2019,16,45,14,15,2,30
9145,3,3,0,0.0,8,4804.0,18,5,2019,22,55,20,20,2,35
9146,3,0,5,0.0,8,7648.0,3,3,2019,15,50,13,0,2,50
9147,3,1,4,0.0,8,3850.0,3,5,2019,10,15,7,55,2,20
9148,1,0,2,0.0,8,6121.0,15,4,2019,12,45,10,0,2,45
9149,3,1,4,0.0,8,3540.0,18,6,2019,7,40,5,15,2,25
9150,4,0,5,1.0,5,9134.0,15,3,2019,11,25,5,45,5,40
9151,4,3,0,1.0,5,10844.0,6,6,2019,22,35,18,55,27,40
9152,3,1,4,0.0,8,5277.0,3,6,2019,0,25,22,5,2,20
9153,3,2,1,1.0,8,5073.0,6,4,2019,21,0,16,0,5,0
9154,8,3,0,0.0,7,3841.0,24,6,2019,9,30,6,55,2,35
9155,6,2,1,1.0,8,10877.0,3,6,2019,19,0,7,30,11,30
9156,4,2,1,1.0,5,5406.0,27,3,2019,19,45,17,30,26,15
9157,4,3,0,1.0,8,14151.0,9,6,2019,9,45,17,0,16,45
9158,4,2,1,2.0,8,14237.0,3,6,2019,12,35,18,25,18,10
9159,3,4,3,0.0,8,2754.0,24,6,2019,3,10,1,40,1,30
9160,1,3,0,1.0,8,11306.0,18,5,2019,20,25,7,0,13,25
9161,0,3,0,1.0,8,5192.0,1,5,2019,10,40,22,40,12,0
9162,10,1,4,0.0,8,3687.0,12,6,2019,9,20,7,5,2,15
9163,6,2,1,1.0,8,12192.0,3,6,2019,19,0,3,50,15,10
9164,4,2,1,1.0,5,12898.0,27,5,2019,19,0,13,0,6,0
9165,4,2,1,1.0,8,14924.0,9,6,2019,19,0,19,45,23,15
9166,8,3,0,1.0,8,8479.0,24,5,2019,18,50,11,35,7,15
9167,6,2,1,1.0,5,6943.0,27,5,2019,1,30,14,0,11,30
9168,6,2,1,1.0,8,7354.0,27,6,2019,19,15,6,40,12,35
9169,6,2,1,1.0,8,12192.0,6,6,2019,19,0,9,0,10,0
9170,3,0,2,0.0,8,3943.0,3,5,2019,0,15,21,15,3,0
9171,4,2,1,2.0,8,15129.0,6,5,2019,19,0,19,10,23,50
9172,10,0,2,0.0,8,5403.0,9,4,2019,9,40,7,0,2,40
9173,4,2,1,2.0,8,13882.0,27,6,2019,4,25,9,25,19,0
9174,4,4,3,0.0,8,5678.0,21,3,2019,21,5,19,35,1,30
9175,10,0,2,0.0,8,5403.0,27,4,2019,14,20,11,30,2,50
9176,10,0,2,0.0,8,4878.0,27,6,2019,23,50,21,0,2,50
9177,3,2,1,2.0,8,6494.0,27,3,2019,21,20,6,40,14,40
9178,3,0,5,0.0,8,4777.0,24,3,2019,4,15,1,30,2,45
9179,1,4,3,0.0,8,3625.0,6,6,2019,15,25,13,55,1,30
9180,1,3,0,2.0,8,9258.0,1,4,2019,18,30,12,0,30,30
9181,4,2,1,1.0,5,10262.0,6,6,2019,19,0,13,0,6,0
9182,1,0,5,4.0,4,17686.0,1,3,2019,11,20,5,50,29,30
9183,3,3,0,0.0,8,4174.0,3,4,2019,17,45,15,15,2,30
9184,6,2,1,1.0,8,7485.0,21,5,2019,1,30,10,20,15,10
9185,1,3,0,2.0,8,11222.0,18,5,2019,11,10,8,20,26,50
9186,4,3,0,1.0,8,12121.0,1,5,2019,21,5,17,0,28,5
9187,1,3,0,2.0,8,10697.0,21,5,2019,18,30,8,20,10,10
9188,4,2,1,1.0,5,12373.0,9,5,2019,19,0,11,30,7,30
9189,8,3,0,1.0,8,6381.0,21,5,2019,17,15,8,35,8,40
9190,4,2,1,2.0,8,17072.0,6,3,2019,4,25,17,55,34,30
9191,4,2,1,2.0,5,10368.0,9,6,2019,12,35,9,40,26,55
9192,3,0,2,0.0,8,4823.0,24,5,2019,21,20,18,25,2,55
9193,1,2,1,1.0,8,27282.0,3,3,2019,23,0,9,45,13,15
9194,3,4,3,0.0,8,2227.0,12,6,2019,21,40,20,5,1,35
9195,3,0,5,0.0,8,4545.0,9,3,2019,3,25,0,40,2,45
9196,3,3,0,0.0,8,4148.0,21,3,2019,19,55,17,15,2,40
9197,3,3,0,0.0,8,4148.0,12,3,2019,17,45,15,10,2,35
9198,1,0,5,2.0,8,7642.0,21,3,2019,11,20,8,15,27,5
9199,4,2,1,1.0,5,10262.0,3,6,2019,12,35,16,0,20,35
9200,4,0,2,0.0,5,4030.0,24,5,2019,11,20,8,20,3,0
9201,3,2,1,0.0,8,5000.0,27,6,2019,17,40,14,25,3,15
9202,8,2,1,1.0,8,5264.0,9,6,2019,13,15,8,45,4,30
9203,4,0,2,0.0,5,7229.0,1,6,2019,22,0,18,55,3,5
9204,4,2,1,1.0,5,10577.0,3,6,2019,19,0,8,0,11,0
9205,1,3,0,2.0,8,12723.0,24,5,2019,8,55,5,50,27,5
9206,4,2,1,1.0,8,14714.0,1,6,2019,4,25,21,50,6,35
9207,4,2,1,1.0,5,7438.0,21,3,2019,4,25,2,15,26,10
9208,1,3,0,1.0,8,10203.0,15,5,2019,20,25,20,30,23,55
9209,0,3,0,0.0,8,3782.0,27,3,2019,1,20,22,50,2,30
9210,4,2,1,2.0,8,13014.0,12,6,2019,19,0,5,30,13,30
9211,6,2,1,1.0,8,8073.0,15,5,2019,1,30,19,0,6,30
9212,3,3,0,0.0,8,4804.0,9,5,2019,18,5,15,30,2,35
9213,3,3,0,1.0,8,4864.0,9,5,2019,12,40,7,10,5,30
9214,6,2,1,1.0,8,15135.0,6,3,2019,18,50,6,40,12,10
9215,1,3,0,1.0,8,8366.0,6,6,2019,11,10,16,50,18,20
9216,4,2,1,2.0,8,13292.0,9,6,2019,4,25,5,30,22,55
9217,1,0,2,0.0,8,7171.0,15,6,2019,19,45,17,0,2,45
9218,4,3,0,1.0,8,12121.0,6,5,2019,21,5,9,35,11,30
9219,1,2,1,2.0,8,11753.0,12,6,2019,19,15,10,55,8,20
9220,3,0,5,1.0,6,8064.0,1,3,2019,10,0,5,15,4,45
9221,4,2,1,1.0,5,10262.0,6,6,2019,19,0,15,0,28,0
9222,3,1,4,0.0,8,5277.0,3,5,2019,0,25,22,5,2,20
9223,4,0,2,0.0,8,8016.0,9,6,2019,20,45,17,45,3,0
9224,1,4,3,2.0,8,11342.0,12,3,2019,14,50,5,30,9,20
9225,4,3,0,1.0,5,7594.0,12,6,2019,4,40,6,30,22,10
9226,0,0,2,0.0,8,4483.0,3,6,2019,13,55,11,10,2,45
9227,4,2,1,2.0,8,16263.0,18,5,2019,4,25,20,0,8,25
9228,1,3,0,2.0,8,13243.0,12,5,2019,1,20,10,0,15,20
9229,4,0,2,0.0,5,6478.0,12,6,2019,8,45,6,0,2,45
9230,4,2,1,1.0,8,15764.0,6,3,2019,4,25,23,5,5,20
9231,1,3,0,2.0,8,4647.0,3,4,2019,4,40,9,10,19,30
9232,4,0,2,0.0,8,8016.0,3,6,2019,22,50,19,50,3,0
9233,1,3,0,0.0,8,4145.0,12,6,2019,23,20,20,45,2,35
9234,6,2,1,1.0,8,8055.0,27,3,2019,21,0,7,30,13,30
9235,1,2,1,2.0,8,12409.0,18,5,2019,19,15,17,15,26,0
9236,3,3,0,0.0,8,6038.0,24,3,2019,12,20,9,35,2,45
9237,0,3,0,0.0,8,4107.0,21,5,2019,1,20,22,50,2,30
9238,1,2,1,2.0,8,11911.0,21,5,2019,7,40,5,55,25,45
9239,4,0,5,1.0,8,25735.0,1,3,2019,23,0,22,50,24,10
9240,1,3,0,2.0,8,11458.0,6,6,2019,1,20,9,25,15,55
9241,0,2,1,1.0,8,6152.0,24,4,2019,22,25,16,45,5,40
9242,4,3,0,1.0,5,10844.0,9,6,2019,23,35,21,10,26,25
9243,10,1,4,0.0,8,11982.0,24,5,2019,20,5,17,45,2,20
9244,4,3,0,1.0,8,13941.0,9,5,2019,16,20,6,30,9,50
9245,3,2,1,1.0,8,6938.0,27,3,2019,22,20,14,20,8,0
9246,4,2,1,2.0,8,15339.0,27,6,2019,19,0,13,25,29,35
9247,4,2,1,2.0,8,20064.0,3,3,2019,18,50,5,25,37,25
9248,6,2,1,1.0,5,6093.0,15,6,2019,22,30,14,55,7,35
9249,7,2,1,1.0,8,10885.0,21,3,2019,1,35,19,0,6,35
9250,1,2,1,1.0,8,8907.0,1,6,2019,23,0,13,30,9,30
9251,4,3,0,1.0,5,9663.0,6,5,2019,20,45,6,30,14,15
9252,3,2,1,1.0,8,7160.0,27,4,2019,12,10,5,5,7,5
9253,7,2,1,1.0,8,11269.0,21,3,2019,15,30,7,30,8,0
9254,4,4,3,0.0,8,5678.0,1,4,2019,21,5,19,35,1,30
9255,4,4,3,0.0,8,5678.0,27,5,2019,4,20,2,55,1,25
9256,1,2,1,1.0,8,8907.0,6,6,2019,23,0,9,45,13,15
9257,4,4,3,0.0,5,3210.0,27,6,2019,4,20,2,55,1,25
9258,1,0,2,0.0,8,6961.0,15,5,2019,8,55,6,10,2,45
9259,4,0,5,1.0,8,14815.0,6,3,2019,8,15,14,5,18,10
9260,4,3,0,1.0,8,11467.0,6,5,2019,22,5,20,25,25,40
9261,4,2,1,2.0,5,10919.0,15,6,2019,12,35,14,35,22,0
9262,2,2,1,1.0,8,9069.0,3,6,2019,19,35,14,25,5,10
9263,8,3,0,1.0,8,4649.0,1,5,2019,20,20,15,5,5,15
9264,3,0,2,0.0,8,4823.0,3,6,2019,21,20,18,25,2,55
9265,1,3,0,1.0,8,6528.0,21,5,2019,14,35,14,35,24,0
